App,Review,Category
Myntra,Bahu Maja aave che shopping karva ni,Fashion
Myntra,"Affordable price on clothing,, thank you so much Myntra",Fashion
Myntra,Smooth Experience..lots of variety..value for money,Fashion
Myntra,best for shopping orginal product and great discount 🔥🔥,Fashion
Myntra,if you cancell any product itz price was being high too much,Fashion
Myntra,"Why on earth there's no option to buy items directly on Your app. Why should I add to cart, then select it then Buy it Why not out a ""buy now"" option in the item page?",Fashion
Myntra,PERFECT CLOTHES Perfect platform for buy all clothes,Fashion
Myntra,Best Myntra app regnable price and good response,Fashion
Myntra,Easy to use this app. And quick return and exchange service,Fashion
Myntra,They cancelled my order 3 times,Fashion
Myntra,Return policy bhi sahi rakhiye,Fashion
Myntra,Myntra is an amazing app for shopping. I am very happy 😊,Fashion
Myntra,Veryyyyyyyyy excellent 👌 👏 👍 🙌 😎 😀 👌,Fashion
Myntra,easy and safe online transaction,Fashion
Myntra,Good Experience With Myntra 😍,Fashion
Myntra,Nice & latest options @ best price,Fashion
Myntra,Waste dnt even buy anything from Myntra the customer service sucks wherever an order cancel from their end due to some issue they will give sorry voucher of 100 which can't be used and it will be applicable for selected products and when we reach customer care all they tell we can't do anything sorry or else pls reoder it as if we don't know that's it Myntra customer service is worst,Fashion
Myntra,Worst experience...... wrong product send and when I return it ...my return request is pending...,Fashion
Myntra,I don't think search is working properly. I searched for winter sarees instead of showing all the winter sarees it is showing blouses. Same happening with other searches also. Please review.,Fashion
Myntra,"Very very worst delivery service, Fake promises,",Fashion
Myntra,Good app love myntra wowwwwwww,Fashion
Myntra,Very comfort and luxury jacket,Fashion
Myntra,Very good performance of the perfume,Fashion
Myntra,I can get all brands in one app which makes me hassle free and makes my shopping easier,Fashion
Myntra,Some address has no COD option so pls ensure this,Fashion
Myntra,"amazing for skin-care, makeup brands at a reasonable price and discount",Fashion
Myntra,I am Heartly happy by products of this platform 👍🏻,Fashion
Myntra,Best app for purchasing stuffs.,Fashion
Myntra,Name bada kaam kuch nahi Hum order kiye the par company balo ne cancel kar diya 😔😔😔,Fashion
Myntra,Very good experience with myntra fashion shopping,Fashion
Myntra,Absolutely amazing Myntra. Good price and super good products.,Fashion
Myntra,"Products are defective, very hard and under size. This is a worst experience of online shopping of my life Please do not purchase... you will regret Isse accha to amazon aur Myntra hai... delivery agent galiya dete hai... nahi manage ho rahi hai company to band kardo company...dosto aap sab jab ekjut ho jaoge to hi inko sabak milega...kuch bhi order mat karo...inko samjhne do kya ho raha hai...ek genuine and experienced review",Fashion
Myntra,Great delivery in one day..I order 14-dec-2024..and i Received this order date on 15-dec-2024,Fashion
Myntra,Best app for makeup products and outfits I am using this app since a year and I have got so many cashback too on my orders .....🥰😍,Fashion
Myntra,Nice app for shopping and products are very nice,Fashion
Myntra,Thank you so much 👍,Fashion
Myntra,It's a great shopping app,Fashion
Myntra,They themselves send a product without tag and then an incorrect size..when we exchange the product just for size they will make a hue and cry out it. Now we are just common people not influencers who will make video will purchasing the product. Now they are not exchanging or and deliberately giving mean message exchange fail without attempting ...What a scam you guys are for a common people.,Fashion
Myntra,Worst experience... I purchased a product and it turned out to be defective..and today is 5th days after complain i didn't recieve any response.. i think i m totally wasteing my money on myntra product..😔😔😔,Fashion
Myntra,Awesome app..service is 5 star,Fashion
Myntra,Nice app ❤️ Good collection 👌,Fashion
Myntra,"Very disappointed ☹️ * Bkwas support system *Bkwas management team * Refferal reward to maha bkwas, rewards de ki n de koi bhrosa nhi Very bad experience 😕😕 First order p discount milta h vhi thik h is app me bs",Fashion
Myntra,take 8 days to dispatch my order 20 days for delivery,Fashion
Myntra,Top brand with reasonable prices,Fashion
Myntra,pahli bar kuchh order Kiya is app se vah bhi cancel Ho Gaya bahut hi bekar services h apps ki ghatiya apps h ya,Fashion
Myntra,Very bad experience delivery agent not delivered on time very very bad experience,Fashion
Myntra,Wrong products get delivered and zero accountability on Myntra's part. Terrible to say the least,Fashion
Myntra,Always love style of Myntra in my budget,Fashion
Myntra,Best app and easy to return product,Fashion
Myntra,such a nice clothing brand and has such nice trends best for girlies,Fashion
Myntra,Myntra is the best app and all products were genuine that's why I had trust Myntra,Fashion
Myntra,Very good for purchasing buy every product 😍😍😍😍😍😍😍 I'm very happy with myntra service and products 😍😍 I love shopping on myntra I have been using myntra app almost 4 to 5years 😍😍,Fashion
Myntra,Myntra is really a good platform the quality of product are excellent,Fashion
Myntra,Good for clothes and shoes also...,Fashion
Myntra,Budget friendly easy access and barand ❤️,Fashion
Myntra,"Myntra is an amazing app it gives freedom of choice and options, easy return policy,hezzel free shopping",Fashion
Myntra,Best platform to buy clothes of different varieties for different seasons. Product quality & shipment process is quite smooth. Only concern is the products are never available.,Fashion
Myntra,"One of Top Notch Online Platform, always ahead of the curve in Customer Satisfaction.",Fashion
Myntra,"Not as expected, cannot return full order and customer care is worst",Fashion
Myntra,One of the best app कपड़े के लिए 💯,Fashion
Myntra,It was a very bad experience from myntra,Fashion
Myntra,I just loved it to shoping Myntra. It's satisfied app Appreciate it Myntra ♥️😍😍,Fashion
Myntra,Myntra is amazing app for shopping with surety of genuine products.,Fashion
Myntra,"Being an insider elite member, received a completely wrong and different product as an exchange. Totally unacceptable and seems like Myntra doesn't like doing business. Such a shame!",Fashion
Myntra,quality of the products are really good here ..,Fashion
Myntra,Branded things at consumable rate 👍,Fashion
Myntra,"Worst app ever. They will never deliver any product on time. This is one of the fake aap do not order anything from here. I ordered one foundation of which I received different shade and when I placed the return, they took the wrong shade of foundation and delivered a whole wrong product of dove conditioner. And then they rejected the return of that product. Myntra team is not all helpful. Now I am left with the conditioner. And they do nothing just so called ""raising complain"". Just use flipkar",Fashion
Myntra,"Great shopping experience and Easy exchange, very convenient 👌",Fashion
Myntra,Try to deliver product fast..,Fashion
Myntra,Very nice product money value no.1 product,Fashion
Myntra,I think the price of the products is high but in other hand the material is good,Fashion
Myntra,ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಮೈತ್ರ ಧನ್ಯವಾದ 💛❤️,Fashion
Myntra,Thanks for the fabulous shopping Best ever,Fashion
Myntra,"Worst customer care / post service, customer care on chat takes very long to reply We paid Rs 714/- When we are returning it's showing Rs 384/- Full cheating, Customer care is doing copy paste of policy document on chat",Fashion
Myntra,Quality product use this app,Fashion
Myntra,A very good app when it comes to style and options to choose but sometimes the order gets canceled bcs the shipper cancels it,Fashion
Myntra,Best product with valuable price,Fashion
Myntra,Unbelievable options available.. even in plus size.. prices are quite reasonable.. overall lovable app.. genuineness can be expected..,Fashion
Myntra,Everything all you need is here at myntra I love shopping here 😌 ...,Fashion
Myntra,Myntra brings the best new fashion and the best offers,Fashion
Myntra,Customer care not supportive as I wanted to know the details of my refund Coz I haven't received my amount. Meesho is best coz we get the refund with in minutes after we cancel the order N hear such a long time Bad bad bad I want my refund back,Fashion
Myntra,"Updating my review again after one year, no improvement! Rather, nowadays delivery taking more days and uncertain. Why not deliver in morning / daytime? One of my order containing a casual blazer worth ₹9000/- suppose to be delivered today and see, no update from their side regarding that. How much time, should one wait for! Pathetic experience. Uninstalling right now. Better support local market.",Fashion
Myntra,Very bad experience they send wrong product when we opt for return they will ask for 24hr resolution time after that they will reject return simply looting customers. Stay away from these looters,Fashion
Myntra,"Great service,and this dilivery boy is also good, just like behave,and also about timing, so thanks to mintra,to dilivery on time.",Fashion
Myntra,Superb collections and prefect delivery,Fashion
Myntra,"""Seamless shopping experience! Myntra offers a great variety of trendy collections, quick delivery, and reliable customer service. Highly recommend for all fashion enthusiasts!""",Fashion
Myntra,Myntra shoping as same as phisical shopping,Fashion
Myntra,Great app for online shopping,Fashion
Myntra,There is very bad experience. E kart delivery staff of mathura don't want to deliver anything to customer. They keep product at their store 3-4 days and show failed delivery attempt at Myntra app. Another thing is they never call customer.,Fashion
Myntra,Myntra is a best app for cloth shopping.,Fashion
Myntra,Its quality is too good 👍,Fashion
Myntra,I would like to appreciate delivery person who is doing very good Job .,Fashion
Myntra,Good application kafi achi service hai,Fashion
Myntra,Excellent service and quality 👌 but price 🥲,Fashion
Myntra,Best app for shopping as it is not very difficult to use and products are also good with ofering. Return and exchange,Fashion
Myntra,Awesome product awesome price 👍,Fashion
Myntra,My 5 orders in row got cancel canceled due to technical issues no customers service or resolution from support team.,Fashion
Myntra,Very poor service.....they cancelled ordered without information....and no customer support service for talking... very very poor service.....I want to give negative rating...,Fashion
Myntra,"Relex buyer, All certified items available on myntra.",Fashion
Myntra,I'm really happy with Myntra . They provide free delivery all order even on small order they charge minimum of 20-30₹ which is a good thing and product quality is also very good .,Fashion
Myntra,"Good deals and brands, but some fake brands are being sold. Myntra has to crack on this",Fashion
Myntra,First time purchase Myntra fassion it was very happy,Fashion
Myntra,Never See Such A Great App. Never See Such A Great Platform Like Myntra. Experience Is Beyond Words.. Just Love,Fashion
Myntra,"""I am extremely disappointed with the quality of service provided. The delivery experience was very poor, and it feels like the company is cheating its customers. This level of service is unacceptable. I urge the company to take immediate corrective action to improve their service standards and ensure transparency with their customers. Such issues should be resolved promptly to avoid",Fashion
Myntra,nice app I like it,Fashion
Myntra,Awesome app I am very happy,Fashion
Myntra,Myntra didn't delay the delivery and they delivered the exact product design and colours that they mentioned in the picture ⭐⭐⭐⭐⭐,Fashion
Myntra,Best fashion Shopping Site... service product quality all are too good and satisfied with all the purchase 😁.,Fashion
Myntra,App is not working smoothly lot of lag Not works like smooth as ajio. Also too much prices,Fashion
Myntra,Awwww thankyou myntra for the beautiful dress 😮‍💨💎,Fashion
Myntra,Very bad Myntra I have order my product on Dec 9 still my order not dispatched trying to connect customer care no one is responding properly,Fashion
Myntra,"They are not good and not punctual of their commitments and policies I am trying to get my order from last 20 days but they just cancel my orders and giving reasons like ""we are unable to deliver your order for some circumstances"" please Myntra if possible.",Fashion
Myntra,Myntra is like Buy and Forget and Product status is like coming soon next year,Fashion
Myntra,This app is very bad. There are expensive products on this app whereas on other apps cheap product and the same products are available. That's why I am giving one star to this app,Fashion
Myntra,Good app for clothes shopping,Fashion
Myntra,Very good app and also give many feature like replacement exchange style exchange side exchange return that work very smoothly and instantly fast delivery and fast exchange return also available in this time very good app for shopping,Fashion
Myntra,Recent update is a worst update😆 pervious version is cool.,Fashion
Myntra,Worst experience from Myntra I don't know why they suspend my account without any valid reason I never expected this from Myntra it's really very disappointing and disgusting service,Fashion
Myntra,Brand cloth quality..... reasonable prices..well deliver order,Fashion
Myntra,Do not belive they wil scam your money with no return exchange and take your money,Fashion
Myntra,Nahi accha hai...kuch itna mahga mahga dete upar se mai jo kuch bhi oder karti cancel kar dete.kuch nahi bhejte isliye delete kar rahi 😕,Fashion
Myntra,I am buyer of mytra from last 10- 12 years and love to shopping with app. so out of one of the order i recived wrong damage product.I order yellow sling bag from van huesan from mytra and recived old jeans with supari inside it without tag. Now return pick is also not avialbale for same. So it is simply fraud is going on and nobody is going to solve the problem.even customer care not willing to solve it.I send mail to myntra grivance mailid No responce menas myntra grivance sell does not work.,Fashion
Myntra,"Myntra is best shopping site, with geniune goods and services",Fashion
Myntra,Nice aap in the world 🌎,Fashion
Myntra,Customer service is very poor. I complaint 3 to 4 times regarding my issues but they didn't resolve the problem. Product is very high but quality is same as other app.,Fashion
Myntra,Best delivery within time and date good with refund process and recently added exchange your product was really good.......,Fashion
Myntra,Supar Sarvesh mantra for 10 mark okay,Fashion
Myntra,"Poor App, they will charge you 20 rupees extra for each delivery, and it won't get refund if you are going to return the item as well. Flipkart and Amazon is better than this... Will delete my account and never use this...",Fashion
Myntra,Worst shopping experience ever 👎,Fashion
Myntra,"This has to be the most trash full shopping platform,they delayed ur order and when u want to return they give half money that u paid for, Myntra is more of like scam.I recommend to use other shopping apps as they good and don't give disappointed and over Myntra sells copy product",Fashion
Myntra,Good Quality & Lots of varities,Fashion
Myntra,Fabulous shopping experience always with Myntra. I never faced issue with delivery. Keep up the same. The quality of products and prices absolutely upto the mark. Thank you.,Fashion
Myntra,"Friendly app ,i buyed lots of things from Myntra in lowest price deal",Fashion
Myntra,This is the best fashion platform,Fashion
Myntra,Myntra is to osome .,Fashion
Myntra,"Worst platform poorest costumer support, I have received a wrong product they refused to give a replacement or refund , my total money was wasted, worst app working experience ever give them low rating 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👊🏻👊🏻",Fashion
Myntra,"Must have App Very friendly Best prices and Best Discounts,a large variety of options and top quality brands to choose from.",Fashion
Myntra,one of the best apps for all the beauty and clothing essentials . I would definitely love to continue shopping for this app!! highly recommend ❤️,Fashion
Myntra,Excellent app very easy to use and have wide range of collections,Fashion
Myntra,Last 5 years experience was to good.return and exchange service very fast.thank you mantra. 😊,Fashion
Myntra,"Fraud Shopping Aap,, refund my amount 9k you cheater... Either you cheated with me or Seller executive....End of the day, customers has to suffer...You Big time CHEATER...",Fashion
Myntra,Login with email option not available.,Fashion
Myntra,They provide good and fast service,Fashion
Myntra,Bakwas application hai inki customer care service ekdam bekar hai Aap sabhi Flipkart and Amazon se shopping kariye please,Fashion
Myntra,"I love the discounts, offers and quality",Fashion
Myntra,Great fashion application with huge variety and with original products. Great customer support team and hassle free resolution.,Fashion
Myntra,Remove cash on delivery fee extra 10 You should keep free delivery,Fashion
Myntra,Awesome product's in lowest price thanku Mantra,Fashion
Myntra,"Payment should be ask I have ordered and it take Default cash on delivery, I want to payment online, So I have cancelled the order and try another time but not getting offer.",Fashion
Myntra,Worst customer support...they will never solve the problem immediately...they didn't exchanged the shirt which I purchased from Myntra till now after 5days also.. worst support,Fashion
Myntra,Very bad working slow working,Fashion
Myntra,Myntra is a good app for purchase different lifestyle at a very reasonable price😍❤️,Fashion
Myntra,Bad delivery guy didn't deliver the product,Fashion
Myntra,WORST SERVICE AND DELIVERY I order earbuds but it was already 3 days late but still not delivered on the mentioned time on after delay time There are no options to contact delivery agent ...,Fashion
Myntra,"Myntra is the worst e-commerce company in the world, its support agents lie a lot, do not buy any product from it.",Fashion
Myntra,"This app given dress meterial is good worthable , quality super",Fashion
Myntra,One of the best clothing app but I have one complain that even being a regular they don't give much discounts or offers,Fashion
Myntra,"It has been a very bad experience. Myntra is doing a scam and cheating people. First they take payment from people and when you complaint for refund, the complaint is not even registered with their customer care. The solution is far-fetched. When we purchase a product, shipping charges and handling charges are taken thats ok. But when we return it, then only the money for the product is refunded. Meaning whether you shop or not, the company will collect money from you. #scam boycott #myntra....",Fashion
Myntra,easy to order with smooth delivery return pickup and refunds. customer support is also good.,Fashion
Myntra,Awesome experience in shopping delivery and product quality,Fashion
Myntra,My favourite and only site for shopping,Fashion
Myntra,I canceled one hoodie but I didn't get my refund I tried to talk from chat assistant but every time it shows every agent is busy very disappointing,Fashion
Myntra,It was amazing product qualitie and sooooooo ❤️❤️❤️,Fashion
Myntra,79 Delivery charge & 20rs Platform charge this is Disgusting shame on you purchase of rs 600 then too all the Delivery charges i have to pay this is not really cool,Fashion
Myntra,I have good experience with it,Fashion
Myntra,fast and support work app,Fashion
Myntra,Myntra fashion shopping top brands best collection aasan tarike se order Karen aur payment karne ke best options kaise on delivery credit card upi payment,Fashion
Myntra,"I love shopping on Myntra. Their products quality is excellent, the delivery process is also reliable and on time . Overall experience is awesome..",Fashion
Myntra,Best product with cheap price.... love you Myntra,Fashion
Myntra,It's the best one to buy trendy and pocket friendly stuff.,Fashion
Myntra,Good variety and price options,Fashion
Myntra,excellent app for ordering electronics and dressware loved this app 5🌟🌟🌟🌟🌟,Fashion
Myntra,"I can't view all my collections, where's it!",Fashion
Myntra,"It was a great experience, as its ""just like that"" return and refund policy, and I got the refund in no time! Thank you Myntra 😊",Fashion
Myntra,"Overall very nice, but now my orders are cancelled back to back without any valid reason and no one is helping out",Fashion
Myntra,Worst app to order!! Whenever I order something I gets cancelled by any reason at the last day or on the date of delivery..,Fashion
Myntra,Very nice and good price,Fashion
Myntra,Best of the best for Fashion shopping.,Fashion
Myntra,"nice app I appreciate it, but little fast delivery will improve it more...",Fashion
Myntra,I used to shop a lot on Myntra but had worst experience at first I asked to cancel my product but they didn't then they told me to refuse the package then without any OTP they delivered it and now it is not available for any return or exchange and now I'm stuck with that Product. Ughhh I would prefer other apps. Atleast they have better help and support.,Fashion
Myntra,Awesome collection at mind blowing price,Fashion
Myntra,Very bad experience with all item price,Fashion
Myntra,I am very for myntra 💕💕💕💕💕💕,Fashion
Myntra,Great Going ... Keep up the good work,Fashion
Myntra,Best App Ever. It is easy to use. Even the return and refund is quick and hassle free. Love this app.❤️,Fashion
Myntra,"Very bad experience on my recent purchase. Exchanged the product due to defect, but received the defective piece again. Have placed exchange request again. Let's see what they do this time.",Fashion
Myntra,Not providing solution regarding warranty claim,Fashion
Myntra,Best app for fashion shopping,Fashion
Myntra,Products are genuine and huge variety available. Excellent service by Myntra.,Fashion
Myntra,This is a great 👍😃 shopping app . The best shopping app ever . No one can compete to Myntra my maximum shopping is done on Myntra . It's the best must download and shop from it. Product quality is always luxury. Must use app,Fashion
Myntra,"Worst experience with myntra unable to deliver product's sometimes myntra cancels order's by it's own, sometimes unable confirm order after placing order and am a insider member of myntra",Fashion
Myntra,aur reting product dekhne ke baad denge rati ng,Fashion
Myntra,Superb quality for myntra really good experience 😍😍🤟👍,Fashion
Myntra,Order two sweaters from the sale.p Different items delivered both time. Very dissatisfied. Gonna uninstall the app.,Fashion
Myntra,Nice but too much extra fee,Fashion
Myntra,The offer I got here I couldn't get anywhere else.,Fashion
Myntra,Awesome Products on Myntra Genune Quality abailable on Myantra only,Fashion
Myntra,Very thankful to Myntra for such a great app which saves our time and money while shopping with it .Thr product quality is super and fantastic when it comes to choosing branded items from top companies. I love the Hassel free delivery and fast return policy. Thank you so much Myntra....,Fashion
Myntra,Good service by Myntra...I m fully satisfied...,Fashion
Myntra,I order a hoodie but it was damage form multiple place but when I am trying to exchange it but not working and the customer service is very bad not helping with it. Worst customer service,Fashion
Myntra,"Excellent, Myntra ia a good app for branded items.",Fashion
Myntra,Very bad manegement.i orderd 30 October 2024 still today (5/12/24) no shipping after call they told me wait 24 hours since last seven day . please don't buy on Myntra after that canceld my order (11/12/2024) and delet Myntra app,Fashion
Myntra,Best app for online quality products,Fashion
Myntra,Very nice app n geniune products.,Fashion
Myntra,"App is good but I dont like their offers, like they always offers as min 40% off and extra 40% off, but finally u only get a max dicount of 52 or 54% so no point of such offers. Update added: Now return charges are applicable and that's fine as returns cost them, but if all the product are delivered in one shipping package then if we return all, they charge 50rs each product even if it isn't the customer's fault (eg incorrect description, colour looks different in the pics or low quality fabric",Fashion
Myntra,Trending fashion in all seasons..,Fashion
Myntra,Nice and genuine product and quality,Fashion
Myntra,I trust Myntra and thank you ❤️ Very good product and same aaya he and very nice 🙂 aap log bhi Myntra par trust kar sakte he ... I love Myntra...💖💖❤️❤️,Fashion
Myntra,"This was my favorite shoping app. however, recently I have been facing lot of issues with myntra deliveries with orders being canceled, delayed deliveries, delivery people calling and telling me that my orders reached a wrong hub in same city and that won't even attempt to deliver . More than 50 orders have been cancelled after reaching to a hub that is 5kms away from my home ... not great reasons. Customer care is always unable to help with favorite statement sorry. Time for me to leave Myntra",Fashion
Myntra,Very good n nice shirt,Fashion
Myntra,Best app for clothes and beauty products,Fashion
Myntra,Very poor experience from myntra i have order a casio watch is been a week still yet i didn't receive the item delivery service is very poor when i called the customer service they say they dont have access with the delivery team . And they say it will take one more week i lose my patience please don't by products from myntra,Fashion
Myntra,myntra is really great for a vast range of products.,Fashion
Myntra,Myntra is a fantastic site that always gives you original products,Fashion
Myntra,Myntra app is very useful and easy to order most affordable price love to myntra ❤️😍🥰🥰🥰🥰🥰😍😍😍🥰🥰🥰,Fashion
Myntra,Good আর খুব ভালো 👍🫶,Fashion
Myntra,Smooth shopping experience. Reliable products. Very good product,Fashion
Myntra,Iam happy in all orders,Fashion
Myntra,They don't give refund in time. There customer service is pathetic. My refund has to come on 29/11/24 till date they didn't give my money back. I am never going to shop from this app,Fashion
Myntra,Best app for online purchases🥰,Fashion
Myntra,Top app for online purchases👌👌,Fashion
Myntra,Fast delivery. No problem with returns.The app too is good.You can delete and add products with speed not like other apps.The delivery boys are good and well behaved,Fashion
Myntra,"Loved this product, it's as described",Fashion
Myntra,"Trying to move towards a fraud company like any other startup would do to make more money. Sent wrong items with wrong tag, delivery agent won't accept and you are stuck with no option.",Fashion
Myntra,It was good experience and nice all products Such an amazing experience thanks Myntra,Fashion
Myntra,Product quality and competitive rates,Fashion
Myntra,Too much late response by the Myntra I have purchased earbuds but some damages in earbuds and I raised a issue 4 days ago but not get any resolution.other e-commerce platform is too much better in service of return or exchange.,Fashion
Myntra,Super app for buying things,Fashion
Myntra,I didn't receive the free gift that was supposed to come with my order. And the help center just keeps saying the same thing. Myntra's help center is useless.,Fashion
Myntra,Best product in best price,Fashion
Myntra,I really love the app. I get a wide variety of products n yes according to my liking,Fashion
Myntra,Worst experience ever on myntra.....product delivery is not on time.,Fashion
Myntra,"First you charge Rs.20 for app platform, then you charge Ra.80 for shipping fee. What's the point of shoping from here rather than doing from Flipkart or Amazon? Flipkart and Amazon are much better platform than you and they also deliver the items quickly not like you which takes 1-2 weeks",Fashion
Myntra,best aap for clothing 👍,Fashion
Myntra,"Super, very good, all dresses return exchange, style exchange more options, this app was my favourite shopping app",Fashion
Myntra,Best in the world they give coupans,Fashion
Myntra,Platform fees or Delevry charge bhot high hai isko Kam Kro,Fashion
Myntra,liquid lipstick liya maine uska shade exchange krna Jo Kiya nhi aur exchange likha tha but exchange krte nhi h yeh log,Fashion
Myntra,Really impressed by the product quality and quick one day delivery 👏,Fashion
Myntra,Delivery very Fat. Myntra service is very Nice.,Fashion
Myntra,Very bad .... Call delivery agent option only given for formality. ... It doesn't work ....,Fashion
Myntra,I love Myntra. It has all the latest trends at super reasonable prices. Also they have a hassle free return system which makes it my favorite shopping app,Fashion
Myntra,"App is good to browse andselect. In cart, if you want to review an item, it across back to the top of cart listed items, instead of going back to the reviewed item on the list.",Fashion
Myntra,Very good app for shopping,Fashion
Myntra,all good but delivery take time,Fashion
Myntra,nice quality of clothes and various designs at affordable price compared to offline stores,Fashion
Myntra,"I had the worst experience with Myntra. I ordered some products, but they canceled them from their side, claiming that they were unable to deliver because I was unavailable. However, no delivery agent came to my place.",Fashion
Myntra,Its awesome shopping in Myntra❤️❤️,Fashion
Myntra,Worst customer care service.my product has been picked up for return after checking all the things.later they kept return on hold saying that it doesn't pass quality check. They didn't even returned my product back to me.after 15 days I came to know my product is with delivery person he didn't returned it. The delivery person asked us to talk to customer care n ask them to rearrange return. Customer care person assured me of rearranging the return but they didn't do it. Myntra has no standards.,Fashion
Myntra,The t-shirts what I had ordered was soo good! & The material is just perfect!!,Fashion
Myntra,very useful aap and easy purchase.,Fashion
Myntra,"Great app with great exp, fantastic collections",Fashion
Myntra,"Products are good. Their delivery service, too, has improved considerably.",Fashion
Myntra,Offer you a wide range of clothing.,Fashion
Myntra,Nice app but in this u have to show the alternative colours for the product,Fashion
Myntra,Easy to order and hassle free refund,Fashion
Myntra,Chor hai MYNTRA..do not buy products from myntra,Fashion
Myntra,Very nice App for shoping,Fashion
Myntra,Bada bekar app hai bhaiyo don't install,Fashion
Myntra,1 hour delivery of sports watches is an great initiative,Fashion
Myntra,Bought a product at a discounted price and received an incomplete order. Had to return was not offered a replacement n small amount was deducted. Again re-ordered product at a much higher price. Feels like i have been cheated into paying a higher price. Buyers Beware,Fashion
Myntra,Stop your ads on my device,Fashion
Myntra,Yah Mantra sirf brandy bechta hai,Fashion
Myntra,I'm highly satisfied with this app 🙂.. Thank you Myntra! ❣️,Fashion
Myntra,Excellent Product & service. Thank you Myntra !,Fashion
Myntra,Order not delivered every order cancel,Fashion
Myntra,"I had a terrible experience with my recent order. The product was supposed to be delivered by December 13th, but it was delayed, and customer support had no idea where the order was. Now I’m being told it might arrive by the 18th, which has completely ruined my plans as I needed it for gifting on the 16th. This isn’t the first time I’ve faced issues. My previous return took nearly 15 days just to process and refund my money. Such delays are unacceptable, especially from a company that claims to",Fashion
Myntra,Delivery and product is good,Fashion
Myntra,"Myntra provide awesome product in reasonable price,thanks myntra",Fashion
Myntra,I am very happy to Myntra,Fashion
Myntra,I love Myntra it's a awesome online site.,Fashion
Myntra,I would rate 5 out of 5 star becoz the website provide best quality product 🥰♥️♥️ nice,Fashion
Myntra,I like the app for time gaps,Fashion
Myntra,"Hey Fashionistas! Exciting new updates are here to take your shopping journey to the next level: * Fresh Look for FWD Store: Your go-to destination for the latest Gen-Z trends just got a makeover! Check it out now! * Creator Feed on Home: Discover trending styles and fashion inspiration directly from your favorite influencers from the Home Page Feed button. * Bug Fixes & Enhancements: Enjoy a smoother, more seamless shopping experience with our latest updates. Update now",Fashion
Myntra,"Unsatisfied , They Claim that If of open a new account you will get 400 rs discount on your first order . After ordering and applying that 400 coupon, they literally cancel that Order. And you won't get that 400 discount again. That's how they scamming new customer....this is my first and Last order from Myntra. Thank you",Fashion
Myntra,Very disgusting They cancelled my order just before it reaches my hometown Have been waiting for these for a week,Fashion
Myntra,nice experience good quality 😄,Fashion
Myntra,Terms and conditions for offers are extreme..,Fashion
Myntra,super asthetic yk2 dress 👗🥴,Fashion
Myntra,"Very good products,many options to buy ,everything available",Fashion
Myntra,I have good experience with Myntra... nice brand and quality of clothes are here...⭐🌟🌟🌟🌟,Fashion
Myntra,Buy it and love it with genuine product and best quality.i always recommend to buy from here if you want branded with original,Fashion
Myntra,Worst after sales service...no proper return policy.cheating promo codes ..,Fashion
Myntra,It was awesome quality for Myntra,Fashion
Myntra,The product is very good.,Fashion
Myntra,Very good app for original products,Fashion
Myntra,Without any information you cancelled the order! That was very unfair.,Fashion
Myntra,Great brands at very cheap rates that's the beauty here,Fashion
Myntra,Very good experience with Myntra,Fashion
Myntra,Very nice dress Best experience ever,Fashion
Myntra,Best app for shopping clothes,Fashion
Myntra,I love this aap because it give offers on most of the products,Fashion
Myntra,"Good brands, good festival deals, I loved it.",Fashion
Myntra,Best online shopping platform. Products are good and trustworthy. Must try,Fashion
Myntra,Very worst experience in delevery I order product but they never delivered on time and later on they cancelled it by own circumstances,Fashion
Myntra,"Worst aap . Myntra do not deliver product , my last three order had not delivered.",Fashion
Myntra,"One star because of streak faurd, 🤬🤬",Fashion
Myntra,Kindly make your delivery system good because you cancel the order after showing that delivery today .,Fashion
Myntra,Loved the collection and offers offered from time to time.,Fashion
Myntra,Product thik hai pr return replace opan nhi h like maine noise buds mngwaye usme miner c problem thi to change karwane the opsn tha hi nhi to customer service se bat ki unhone kaha ki myntra pe nhi h to uh dikkt h bs isko sudharo,Fashion
Myntra,To much unique to other apps,Fashion
Myntra,My favorite 😍 💓 💛...always,Fashion
Myntra,Wonderful application for shopping 🤩🤩,Fashion
Myntra,Worst app without any reason they will cancel our order,Fashion
Myntra,Hi ...cancel button not visible....not able to cancel the product....it just get visible until page loads nd suddenly disappears,Fashion
Myntra,Good shopping app. Just loved this,Fashion
Myntra,Worst services and poor quality products,Fashion
Myntra,"This app was very good, quality of the product also soo good",Fashion
Myntra,Best shopping app I like it,Fashion
Myntra,I like the app very much because the clothes collections are really my type but one thing is disappointing me that some clothes which I wanna order are still out of stock and its been months since those clothes went out of stock🥲,Fashion
Myntra,Very bad experience for return,Fashion
Myntra,Customer service 0 no Paise cut ho gye account se but order place he nhi hua koi option bhe nhi aara,Fashion
Myntra,Very good products... And good service,Fashion
Myntra,Abhi tk ka experience to sahi hai,Fashion
Myntra,"This new version is just not user friendly.. no option of view more product from the same brand or Colour at the bottom as it was before, user has to move back and then filter by brand, previous option was good this one sucks at times.",Fashion
